nohup: 忽略输入
/data5/store1/wry-u22/anaconda3/envs/py311/lib/python3.11/site-packages/torch_geometric/deprecation.py:26: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
cuda
Epoch   1 | Loss: 1236.898987
Epoch   2 | Loss: 1233.114471
Epoch   3 | Loss: 1236.186111
Epoch   4 | Loss: 1233.118774
Epoch   5 | Loss: 1236.789886
Epoch   6 | Loss: 1232.342239
Epoch   7 | Loss: 1233.444748
Epoch   8 | Loss: 1235.201996
Epoch   9 | Loss: 1233.145264
Epoch  10 | Loss: 1231.148865
Epoch  11 | Loss: 1232.174850
Epoch  12 | Loss: 1229.560699
Epoch  13 | Loss: 1228.910187
Epoch  14 | Loss: 1223.467957
Epoch  15 | Loss: 1213.802216
Epoch  16 | Loss: 1214.624023
Epoch  17 | Loss: 1205.525787
Epoch  18 | Loss: 1204.461700
Epoch  19 | Loss: 1199.284821
Epoch  20 | Loss: 1195.804260
Epoch  21 | Loss: 1188.441208
Epoch  22 | Loss: 1188.735916
Epoch  23 | Loss: 1181.705353
Epoch  24 | Loss: 1184.347885
Epoch  25 | Loss: 1182.611603
Epoch  26 | Loss: 1179.914658
Epoch  27 | Loss: 1179.220490
Epoch  28 | Loss: 1178.253647
Epoch  29 | Loss: 1180.372894
Epoch  30 | Loss: 1178.830307
Epoch  31 | Loss: 1179.447861
Epoch  32 | Loss: 1178.289932
Epoch  33 | Loss: 1179.114548
Epoch  34 | Loss: 1174.962570
Epoch  35 | Loss: 1176.949402
Epoch  36 | Loss: 1174.366302
Epoch  37 | Loss: 1173.660767
Epoch  38 | Loss: 1173.971664
Epoch  39 | Loss: 1173.982803
Epoch  40 | Loss: 1172.690536
Epoch  41 | Loss: 1170.164734
Epoch  42 | Loss: 1169.706589
Epoch  43 | Loss: 1169.603333
Epoch  44 | Loss: 1167.888031
Epoch  45 | Loss: 1164.527832
Epoch  46 | Loss: 1163.320663
Epoch  47 | Loss: 1169.379852
Epoch  48 | Loss: 1163.036530
Epoch  49 | Loss: 1155.967651
Epoch  50 | Loss: 1150.731964
Epoch  51 | Loss: 1145.172455
Epoch  52 | Loss: 1137.785583
Epoch  53 | Loss: 1126.932358
Epoch  54 | Loss: 1111.056717
Epoch  55 | Loss: 1088.600479
Epoch  56 | Loss: 1060.465591
Epoch  57 | Loss: 1030.654778
Epoch  58 | Loss: 1000.301102
Epoch  59 | Loss: 981.823463
Epoch  60 | Loss: 951.169617
Epoch  61 | Loss: 927.322716
Epoch  62 | Loss: 908.300148
Epoch  63 | Loss: 896.620399
Epoch  64 | Loss: 883.858498
Epoch  65 | Loss: 857.436089
Epoch  66 | Loss: 844.252998
Epoch  67 | Loss: 838.957161
Epoch  68 | Loss: 834.446732
Epoch  69 | Loss: 814.008728
Epoch  70 | Loss: 801.395241
Epoch  71 | Loss: 794.506187
Epoch  72 | Loss: 789.455261
Epoch  73 | Loss: 781.901672
Epoch  74 | Loss: 769.949684
Epoch  75 | Loss: 771.318901
Epoch  76 | Loss: 763.313507
Epoch  77 | Loss: 748.920410
Epoch  78 | Loss: 744.271950
Epoch  79 | Loss: 739.405159
Epoch  80 | Loss: 728.615974
Epoch  81 | Loss: 723.384583
Epoch  82 | Loss: 718.590424
Epoch  83 | Loss: 713.717201
Epoch  84 | Loss: 711.613564
Epoch  85 | Loss: 709.987183
Epoch  86 | Loss: 705.183311
Epoch  87 | Loss: 697.882294
Epoch  88 | Loss: 679.161560
Epoch  89 | Loss: 674.598106
Epoch  90 | Loss: 669.210594
Epoch  91 | Loss: 666.021828
Epoch  92 | Loss: 657.917839
Epoch  93 | Loss: 646.467216
Epoch  94 | Loss: 637.605782
Epoch  95 | Loss: 636.493111
Epoch  96 | Loss: 629.627800
Epoch  97 | Loss: 620.881569
Epoch  98 | Loss: 628.720917
Epoch  99 | Loss: 612.022835
Epoch 100 | Loss: 607.108894
Epoch 101 | Loss: 594.642342
Epoch 102 | Loss: 589.341461
Epoch 103 | Loss: 585.425484
Epoch 104 | Loss: 578.833527
Epoch 105 | Loss: 573.584831
Epoch 106 | Loss: 574.111450
Epoch 107 | Loss: 567.192497
Epoch 108 | Loss: 549.594833
Epoch 109 | Loss: 543.399796
Epoch 110 | Loss: 537.767921
Epoch 111 | Loss: 536.965546
Epoch 112 | Loss: 527.123306
Epoch 113 | Loss: 520.110374
Epoch 114 | Loss: 510.748932
Epoch 115 | Loss: 503.889511
Epoch 116 | Loss: 500.745766
Epoch 117 | Loss: 495.960712
Epoch 118 | Loss: 486.267513
Epoch 119 | Loss: 485.093441
Epoch 120 | Loss: 471.235634
Epoch 121 | Loss: 464.186848
Epoch 122 | Loss: 460.309799
Epoch 123 | Loss: 459.905025
Epoch 124 | Loss: 451.181786
Epoch 125 | Loss: 441.656178
Epoch 126 | Loss: 433.679020
Epoch 127 | Loss: 431.966537
Epoch 128 | Loss: 423.335220
Epoch 129 | Loss: 419.687599
Epoch 130 | Loss: 416.870251
Epoch 131 | Loss: 418.431412
Epoch 132 | Loss: 417.955311
Epoch 133 | Loss: 413.859707
Epoch 134 | Loss: 410.978863
Epoch 135 | Loss: 402.310265
Epoch 136 | Loss: 397.901596
Epoch 137 | Loss: 395.313435
Epoch 138 | Loss: 390.904713
Epoch 139 | Loss: 385.557228
Epoch 140 | Loss: 381.145359
Epoch 141 | Loss: 375.395752
Epoch 142 | Loss: 373.933624
Epoch 143 | Loss: 374.654526
Epoch 144 | Loss: 369.622128
Epoch 145 | Loss: 364.597561
Epoch 146 | Loss: 361.310116
Epoch 147 | Loss: 361.716476
Epoch 148 | Loss: 360.574223
Epoch 149 | Loss: 361.783981
Epoch 150 | Loss: 371.141129
Epoch 151 | Loss: 356.767673
Epoch 152 | Loss: 351.435966
Epoch 153 | Loss: 345.389011
Epoch 154 | Loss: 342.637192
Epoch 155 | Loss: 341.092381
Epoch 156 | Loss: 338.719090
Epoch 157 | Loss: 339.004162
Epoch 158 | Loss: 334.748676
Epoch 159 | Loss: 332.789989
Epoch 160 | Loss: 331.164047
Epoch 161 | Loss: 329.613262
Epoch 162 | Loss: 332.247761
Epoch 163 | Loss: 328.035305
Epoch 164 | Loss: 326.311726
Epoch 165 | Loss: 323.027676
Epoch 166 | Loss: 322.812588
Epoch 167 | Loss: 321.294361
Epoch 168 | Loss: 323.304413
Epoch 169 | Loss: 326.199409
Epoch 170 | Loss: 334.689758
Epoch 171 | Loss: 326.592892
Epoch 172 | Loss: 320.151741
Epoch 173 | Loss: 311.847748
Epoch 174 | Loss: 309.889942
Epoch 175 | Loss: 309.074127
Epoch 176 | Loss: 308.419136
Epoch 177 | Loss: 305.621902
Epoch 178 | Loss: 304.406532
Epoch 179 | Loss: 303.097866
Epoch 180 | Loss: 302.517502
Epoch 181 | Loss: 304.923313
Epoch 182 | Loss: 301.578812
Epoch 183 | Loss: 301.783070
Epoch 184 | Loss: 301.238300
Epoch 185 | Loss: 298.563431
Epoch 186 | Loss: 296.596825
Epoch 187 | Loss: 295.577682
Epoch 188 | Loss: 297.546345
Epoch 189 | Loss: 298.028484
Epoch 190 | Loss: 296.224762
Epoch 191 | Loss: 303.914543
Epoch 192 | Loss: 297.778252
Epoch 193 | Loss: 292.823055
Epoch 194 | Loss: 287.753307
Epoch 195 | Loss: 291.404797
Epoch 196 | Loss: 287.736240
Epoch 197 | Loss: 287.036961
Epoch 198 | Loss: 286.513401
Epoch 199 | Loss: 285.280521
Epoch 200 | Loss: 283.161648
Epoch 201 | Loss: 283.989113
Epoch 202 | Loss: 280.765316
Epoch 203 | Loss: 283.722084
Epoch 204 | Loss: 282.932487
Epoch 205 | Loss: 280.277103
Epoch 206 | Loss: 278.627983
Epoch 207 | Loss: 279.042984
Epoch 208 | Loss: 277.182358
Epoch 209 | Loss: 275.643200
Epoch 210 | Loss: 275.884346
Epoch 211 | Loss: 275.092079
Epoch 212 | Loss: 275.508789
Epoch 213 | Loss: 276.902145
Epoch 214 | Loss: 279.092133
Epoch 215 | Loss: 281.874382
Epoch 216 | Loss: 274.946110
Epoch 217 | Loss: 274.433125
Epoch 218 | Loss: 277.463745
Epoch 219 | Loss: 278.943905
Epoch 220 | Loss: 274.436302
Epoch 221 | Loss: 269.988335
Epoch 222 | Loss: 273.368565
Epoch 223 | Loss: 269.916903
Epoch 224 | Loss: 268.218958
Epoch 225 | Loss: 267.894680
Epoch 226 | Loss: 270.448181
Epoch 227 | Loss: 272.498344
Epoch 228 | Loss: 273.971891
Epoch 229 | Loss: 272.407944
Epoch 230 | Loss: 265.296953
Epoch 231 | Loss: 266.616707
Epoch 232 | Loss: 264.357697
Epoch 233 | Loss: 266.357979
Epoch 234 | Loss: 262.396084
Epoch 235 | Loss: 264.612566
Epoch 236 | Loss: 264.544348
Epoch 237 | Loss: 271.071541
Epoch 238 | Loss: 260.450476
Epoch 239 | Loss: 261.368408
Epoch 240 | Loss: 262.140682
Epoch 241 | Loss: 263.471302
Epoch 242 | Loss: 261.691740
Epoch 243 | Loss: 260.425776
Epoch 244 | Loss: 258.803154
Epoch 245 | Loss: 260.756966
Epoch 246 | Loss: 270.036850
Epoch 247 | Loss: 263.808319
Epoch 248 | Loss: 265.674585
Epoch 249 | Loss: 258.790466
Epoch 250 | Loss: 254.869236
Epoch 251 | Loss: 256.811989
Epoch 252 | Loss: 254.607347
Epoch 253 | Loss: 254.888557
Epoch 254 | Loss: 255.479584
Epoch 255 | Loss: 253.580269
Epoch 256 | Loss: 254.866739
Epoch 257 | Loss: 258.111946
Epoch 258 | Loss: 255.083088
Epoch 259 | Loss: 253.396030
Epoch 260 | Loss: 251.131516
Epoch 261 | Loss: 252.610497
Epoch 262 | Loss: 252.430698
Epoch 263 | Loss: 249.704062
Epoch 264 | Loss: 248.809763
Epoch 265 | Loss: 252.201443
Epoch 266 | Loss: 251.933022
Epoch 267 | Loss: 248.430841
Epoch 268 | Loss: 247.767563
Epoch 269 | Loss: 247.931477
Epoch 270 | Loss: 249.635107
Epoch 271 | Loss: 250.646866
Epoch 272 | Loss: 249.015612
Epoch 273 | Loss: 252.717529
Epoch 274 | Loss: 252.972317
Epoch 275 | Loss: 247.235075
Epoch 276 | Loss: 244.144516
Epoch 277 | Loss: 245.923496
Epoch 278 | Loss: 244.714489
Epoch 279 | Loss: 243.067678
Epoch 280 | Loss: 243.225403
Epoch 281 | Loss: 242.877666
Epoch 282 | Loss: 245.090450
Epoch 283 | Loss: 246.755665
Epoch 284 | Loss: 247.400507
Epoch 285 | Loss: 244.900862
Epoch 286 | Loss: 244.236609
Epoch 287 | Loss: 243.252701
Epoch 288 | Loss: 240.763042
Epoch 289 | Loss: 240.495546
Epoch 290 | Loss: 243.840099
Epoch 291 | Loss: 239.383827
Epoch 292 | Loss: 239.224928
Epoch 293 | Loss: 239.257999
Epoch 294 | Loss: 239.154627
Epoch 295 | Loss: 239.447073
Epoch 296 | Loss: 241.402824
Epoch 297 | Loss: 240.145426
Epoch 298 | Loss: 237.525000
Epoch 299 | Loss: 236.923788
Epoch 300 | Loss: 237.359249
Epoch 301 | Loss: 239.834602
Epoch 302 | Loss: 237.806976
Epoch 303 | Loss: 238.592733
Epoch 304 | Loss: 236.146294
Epoch 305 | Loss: 235.183889
Epoch 306 | Loss: 236.673275
Epoch 307 | Loss: 236.226421
Epoch 308 | Loss: 234.325346
Epoch 309 | Loss: 233.671112
Epoch 310 | Loss: 233.942064
Epoch 311 | Loss: 233.432442
Epoch 312 | Loss: 237.450548
Epoch 313 | Loss: 243.202240
Epoch 314 | Loss: 240.827541
Epoch 315 | Loss: 238.503353
Epoch 316 | Loss: 237.118534
Epoch 317 | Loss: 231.732422
Epoch 318 | Loss: 230.945637
Epoch 319 | Loss: 230.826065
Epoch 320 | Loss: 233.451168
Epoch 321 | Loss: 230.586985
Epoch 322 | Loss: 230.485928
Epoch 323 | Loss: 229.140829
Epoch 324 | Loss: 229.284616
Epoch 325 | Loss: 229.172503
Epoch 326 | Loss: 230.222694
Epoch 327 | Loss: 232.229811
Epoch 328 | Loss: 229.002287
Epoch 329 | Loss: 228.273466
Epoch 330 | Loss: 230.208664
Epoch 331 | Loss: 233.461136
Epoch 332 | Loss: 237.563152
Epoch 333 | Loss: 239.490948
Epoch 334 | Loss: 228.787868
Epoch 335 | Loss: 227.017946
Epoch 336 | Loss: 225.253305
Epoch 337 | Loss: 226.594490
Epoch 338 | Loss: 225.518963
Epoch 339 | Loss: 225.392820
Epoch 340 | Loss: 225.774948
Epoch 341 | Loss: 226.088827
Epoch 342 | Loss: 229.432390
Epoch 343 | Loss: 226.062693
Epoch 344 | Loss: 226.832697
Epoch 345 | Loss: 224.744846
Epoch 346 | Loss: 223.982170
Epoch 347 | Loss: 223.567253
Epoch 348 | Loss: 223.322136
Epoch 349 | Loss: 222.928135
Epoch 350 | Loss: 222.079554
Epoch 351 | Loss: 222.316092
Epoch 352 | Loss: 222.595274
Epoch 353 | Loss: 223.540815
Epoch 354 | Loss: 223.664248
Epoch 355 | Loss: 222.252884
Epoch 356 | Loss: 222.565302
Epoch 357 | Loss: 225.436707
Epoch 358 | Loss: 225.348785
Epoch 359 | Loss: 225.311554
Epoch 360 | Loss: 224.802595
Epoch 361 | Loss: 222.187628
Epoch 362 | Loss: 221.427097
Epoch 363 | Loss: 220.538126
Epoch 364 | Loss: 219.553947
Epoch 365 | Loss: 218.895168
Epoch 366 | Loss: 220.469679
Epoch 367 | Loss: 221.716036
Epoch 368 | Loss: 221.341461
Epoch 369 | Loss: 219.521648
Epoch 370 | Loss: 218.285379
Epoch 371 | Loss: 217.589880
Epoch 372 | Loss: 218.980032
Epoch 373 | Loss: 217.250507
Epoch 374 | Loss: 217.262230
Epoch 375 | Loss: 217.168877
Epoch 376 | Loss: 217.767942
Epoch 377 | Loss: 216.955040
Epoch 378 | Loss: 217.583916
Epoch 379 | Loss: 216.258480
Epoch 380 | Loss: 216.738117
Epoch 381 | Loss: 215.626099
Epoch 382 | Loss: 215.069525
Epoch 383 | Loss: 216.731373
Epoch 384 | Loss: 215.629333
Epoch 385 | Loss: 214.459967
Epoch 386 | Loss: 216.036522
Epoch 387 | Loss: 215.571608
Epoch 388 | Loss: 213.783566
Epoch 389 | Loss: 214.074020
Epoch 390 | Loss: 213.918980
Epoch 391 | Loss: 213.755039
Epoch 392 | Loss: 213.773628
Epoch 393 | Loss: 213.872759
Epoch 394 | Loss: 214.315716
Epoch 395 | Loss: 213.338118
Epoch 396 | Loss: 212.514904
Epoch 397 | Loss: 212.971630
Epoch 398 | Loss: 213.396368
Epoch 399 | Loss: 211.829895
Epoch 400 | Loss: 212.250648
Epoch 401 | Loss: 212.827536
Epoch 402 | Loss: 211.347597
Epoch 403 | Loss: 212.876543
Epoch 404 | Loss: 211.039021
Epoch 405 | Loss: 211.890005
Epoch 406 | Loss: 212.515232
Epoch 407 | Loss: 212.412281
Epoch 408 | Loss: 211.437817
Epoch 409 | Loss: 211.752348
Epoch 410 | Loss: 210.109936
Epoch 411 | Loss: 211.374762
Epoch 412 | Loss: 210.144251
Epoch 413 | Loss: 211.874889
Epoch 414 | Loss: 217.619207
Epoch 415 | Loss: 210.601999
Epoch 416 | Loss: 212.614048
Epoch 417 | Loss: 210.183920
Epoch 418 | Loss: 208.866159
Epoch 419 | Loss: 208.711514
Epoch 420 | Loss: 210.009073
Epoch 421 | Loss: 210.032928
Epoch 422 | Loss: 208.864666
Epoch 423 | Loss: 207.954906
Epoch 424 | Loss: 208.824438
Epoch 425 | Loss: 208.332806
Epoch 426 | Loss: 209.174372
Epoch 427 | Loss: 207.227266
Epoch 428 | Loss: 206.324949
Epoch 429 | Loss: 206.973789
Epoch 430 | Loss: 207.777445
Epoch 431 | Loss: 207.071686
Epoch 432 | Loss: 209.879948
Epoch 433 | Loss: 209.412025
Epoch 434 | Loss: 205.954044
Epoch 435 | Loss: 205.591709
Epoch 436 | Loss: 206.270050
Epoch 437 | Loss: 204.903097
Epoch 438 | Loss: 205.356173
Epoch 439 | Loss: 205.762774
Epoch 440 | Loss: 205.434546
Epoch 441 | Loss: 205.104284
Epoch 442 | Loss: 205.580517
Epoch 443 | Loss: 205.199259
