nohup: 忽略输入
/data5/store1/wry-u22/anaconda3/envs/py311/lib/python3.11/site-packages/torch_geometric/deprecation.py:26: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
cuda
Epoch   1 | Loss: 1903.533020
Epoch   2 | Loss: 1741.448593
Epoch   3 | Loss: 1607.293793
Epoch   4 | Loss: 1478.819839
Epoch   5 | Loss: 1357.974518
Epoch   6 | Loss: 1255.703842
Epoch   7 | Loss: 1203.929901
Epoch   8 | Loss: 1206.166916
Epoch   9 | Loss: 1200.820236
Epoch  10 | Loss: 1197.628067
Epoch  11 | Loss: 1198.677841
Epoch  12 | Loss: 1197.475143
Epoch  13 | Loss: 1197.787018
Epoch  14 | Loss: 1197.241104
Epoch  15 | Loss: 1199.073578
Epoch  16 | Loss: 1197.027527
Epoch  17 | Loss: 1197.476562
Epoch  18 | Loss: 1197.372482
Epoch  19 | Loss: 1197.138412
Epoch  20 | Loss: 1197.462570
Epoch  21 | Loss: 1197.398743
Epoch  22 | Loss: 1197.891769
Epoch  23 | Loss: 1197.025696
Epoch  24 | Loss: 1195.582397
Epoch  25 | Loss: 1197.488434
Epoch  26 | Loss: 1194.171356
Epoch  27 | Loss: 1194.041489
Epoch  28 | Loss: 1196.837708
Epoch  29 | Loss: 1197.574234
Epoch  30 | Loss: 1197.743652
Epoch  31 | Loss: 1195.860931
Epoch  32 | Loss: 1195.851105
Epoch  33 | Loss: 1197.880142
Epoch  34 | Loss: 1194.868195
Epoch  35 | Loss: 1196.086746
Epoch  36 | Loss: 1194.160034
Epoch  37 | Loss: 1195.798416
Epoch  38 | Loss: 1194.665634
Epoch  39 | Loss: 1194.573578
Epoch  40 | Loss: 1194.531891
Epoch  41 | Loss: 1195.488922
Epoch  42 | Loss: 1194.754150
Epoch  43 | Loss: 1194.408401
Epoch  44 | Loss: 1194.027847
Epoch  45 | Loss: 1194.321198
Epoch  46 | Loss: 1193.633911
Epoch  47 | Loss: 1195.750839
Epoch  48 | Loss: 1193.094208
Epoch  49 | Loss: 1196.119141
Epoch  50 | Loss: 1193.031601
Epoch  51 | Loss: 1193.327408
Epoch  52 | Loss: 1194.754745
Epoch  53 | Loss: 1190.737335
Epoch  54 | Loss: 1190.779297
Epoch  55 | Loss: 1188.651337
Epoch  56 | Loss: 1190.222015
Epoch  57 | Loss: 1186.951920
Epoch  58 | Loss: 1188.897293
Epoch  59 | Loss: 1187.470764
Epoch  60 | Loss: 1185.480377
Epoch  61 | Loss: 1181.545532
Epoch  62 | Loss: 1181.354553
Epoch  63 | Loss: 1182.575684
Epoch  64 | Loss: 1179.795273
Epoch  65 | Loss: 1175.942261
Epoch  66 | Loss: 1172.508942
Epoch  67 | Loss: 1165.909088
Epoch  68 | Loss: 1164.020889
Epoch  69 | Loss: 1163.492004
Epoch  70 | Loss: 1154.292191
Epoch  71 | Loss: 1150.268784
Epoch  72 | Loss: 1145.459991
Epoch  73 | Loss: 1137.673584
Epoch  74 | Loss: 1132.130981
Epoch  75 | Loss: 1123.576965
Epoch  76 | Loss: 1113.975586
Epoch  77 | Loss: 1110.603760
Epoch  78 | Loss: 1100.084915
Epoch  79 | Loss: 1093.652390
Epoch  80 | Loss: 1085.275642
Epoch  81 | Loss: 1075.049652
Epoch  82 | Loss: 1062.254105
Epoch  83 | Loss: 1057.243347
Epoch  84 | Loss: 1040.233917
Epoch  85 | Loss: 1030.602654
Epoch  86 | Loss: 1026.119949
Epoch  87 | Loss: 1012.049896
Epoch  88 | Loss: 999.283501
Epoch  89 | Loss: 988.484665
Epoch  90 | Loss: 985.293373
Epoch  91 | Loss: 973.258629
Epoch  92 | Loss: 968.365074
Epoch  93 | Loss: 960.553253
Epoch  94 | Loss: 951.793282
Epoch  95 | Loss: 945.890007
Epoch  96 | Loss: 935.079849
Epoch  97 | Loss: 931.255356
Epoch  98 | Loss: 925.807503
Epoch  99 | Loss: 918.329399
Epoch 100 | Loss: 914.003586
Epoch 101 | Loss: 904.283936
Epoch 102 | Loss: 901.780182
