nohup: 忽略输入
/data5/store1/wry-u22/anaconda3/envs/py311/lib/python3.11/site-packages/torch_geometric/deprecation.py:26: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
cuda
Epoch   1 | Loss: 1493.707916
Epoch   2 | Loss: 1400.246048
Epoch   3 | Loss: 1308.693115
Epoch   4 | Loss: 1229.173584
Epoch   5 | Loss: 1187.850647
Epoch   6 | Loss: 1194.042648
Epoch   7 | Loss: 1185.419113
Epoch   8 | Loss: 1186.701981
Epoch   9 | Loss: 1186.242950
Epoch  10 | Loss: 1186.292740
Epoch  11 | Loss: 1184.360794
Epoch  12 | Loss: 1183.694260
Epoch  13 | Loss: 1182.936935
Epoch  14 | Loss: 1184.856750
Epoch  15 | Loss: 1180.987076
Epoch  16 | Loss: 1185.350372
Epoch  17 | Loss: 1185.971405
Epoch  18 | Loss: 1185.701096
Epoch  19 | Loss: 1183.857239
Epoch  20 | Loss: 1184.818710
Epoch  21 | Loss: 1182.758026
Epoch  22 | Loss: 1188.156250
Epoch  23 | Loss: 1184.877823
Epoch  24 | Loss: 1186.850510
Epoch  25 | Loss: 1184.428223
Epoch  26 | Loss: 1185.007278
Epoch  27 | Loss: 1183.114700
Epoch  28 | Loss: 1181.839249
Epoch  29 | Loss: 1184.751572
Epoch  30 | Loss: 1183.164932
Epoch  31 | Loss: 1182.589218
Epoch  32 | Loss: 1183.964432
Epoch  33 | Loss: 1185.092957
Epoch  34 | Loss: 1182.693649
Epoch  35 | Loss: 1183.199829
Epoch  36 | Loss: 1181.171646
Epoch  37 | Loss: 1179.797058
Epoch  38 | Loss: 1181.853455
Epoch  39 | Loss: 1179.805344
Epoch  40 | Loss: 1179.217834
Epoch  41 | Loss: 1179.242676
Epoch  42 | Loss: 1176.358017
Epoch  43 | Loss: 1179.783463
Epoch  44 | Loss: 1175.289825
Epoch  45 | Loss: 1174.240341
Epoch  46 | Loss: 1169.814636
Epoch  47 | Loss: 1169.722687
Epoch  48 | Loss: 1163.020981
Epoch  49 | Loss: 1149.278259
Epoch  50 | Loss: 1132.908691
Epoch  51 | Loss: 1100.427078
Epoch  52 | Loss: 1050.676712
Epoch  53 | Loss: 975.551598
Epoch  54 | Loss: 919.950226
Epoch  55 | Loss: 892.517250
Epoch  56 | Loss: 872.646637
Epoch  57 | Loss: 849.124100
Epoch  58 | Loss: 849.542816
Epoch  59 | Loss: 843.598900
Epoch  60 | Loss: 839.455727
Epoch  61 | Loss: 822.752022
Epoch  62 | Loss: 818.019806
Epoch  63 | Loss: 808.069031
Epoch  64 | Loss: 798.571747
Epoch  65 | Loss: 798.492279
Epoch  66 | Loss: 794.767715
Epoch  67 | Loss: 793.623749
Epoch  68 | Loss: 794.435188
Epoch  69 | Loss: 788.549995
Epoch  70 | Loss: 777.344887
Epoch  71 | Loss: 774.848442
Epoch  72 | Loss: 778.315979
Epoch  73 | Loss: 773.573875
Epoch  74 | Loss: 767.028084
Epoch  75 | Loss: 763.615669
Epoch  76 | Loss: 761.446892
Epoch  77 | Loss: 758.274345
Epoch  78 | Loss: 754.354744
Epoch  79 | Loss: 751.910500
Epoch  80 | Loss: 749.692261
Epoch  81 | Loss: 747.486084
Epoch  82 | Loss: 752.851456
Epoch  83 | Loss: 743.643761
Epoch  84 | Loss: 739.324356
Epoch  85 | Loss: 734.390053
Epoch  86 | Loss: 735.192924
Epoch  87 | Loss: 729.494591
Epoch  88 | Loss: 725.795486
Epoch  89 | Loss: 721.283150
Epoch  90 | Loss: 719.977180
Epoch  91 | Loss: 718.012840
Epoch  92 | Loss: 718.167389
Epoch  93 | Loss: 711.686821
Epoch  94 | Loss: 706.753510
Epoch  95 | Loss: 706.897987
Epoch  96 | Loss: 704.770981
Epoch  97 | Loss: 698.648849
Epoch  98 | Loss: 699.045464
Epoch  99 | Loss: 701.123703
Epoch 100 | Loss: 697.199875
Epoch 101 | Loss: 688.914230
Epoch 102 | Loss: 685.477341
Epoch 103 | Loss: 685.036888
Epoch 104 | Loss: 682.820526
Epoch 105 | Loss: 677.949417
Epoch 106 | Loss: 682.946587
Epoch 107 | Loss: 676.978127
Epoch 108 | Loss: 679.550644
Epoch 109 | Loss: 668.654785
Epoch 110 | Loss: 668.314941
Epoch 111 | Loss: 664.641258
Epoch 112 | Loss: 662.155777
Epoch 113 | Loss: 660.621666
Epoch 114 | Loss: 664.958801
Epoch 115 | Loss: 657.088821
Epoch 116 | Loss: 654.133209
Epoch 117 | Loss: 655.236137
Epoch 118 | Loss: 657.908455
Epoch 119 | Loss: 656.596931
Epoch 120 | Loss: 653.992271
Epoch 121 | Loss: 652.477615
Epoch 122 | Loss: 654.372566
Epoch 123 | Loss: 647.482697
Epoch 124 | Loss: 647.178650
Epoch 125 | Loss: 636.189850
Epoch 126 | Loss: 634.825882
Epoch 127 | Loss: 631.864548
Epoch 128 | Loss: 632.011215
Epoch 129 | Loss: 632.777092
Epoch 130 | Loss: 634.586617
Epoch 131 | Loss: 622.490822
Epoch 132 | Loss: 619.909889
Epoch 133 | Loss: 617.252975
Epoch 134 | Loss: 615.087158
Epoch 135 | Loss: 609.070435
Epoch 136 | Loss: 609.651947
Epoch 137 | Loss: 603.764885
Epoch 138 | Loss: 601.083313
Epoch 139 | Loss: 598.740395
Epoch 140 | Loss: 590.829544
Epoch 141 | Loss: 588.266167
Epoch 142 | Loss: 588.117043
Epoch 143 | Loss: 586.616531
Epoch 144 | Loss: 576.792488
Epoch 145 | Loss: 570.488060
Epoch 146 | Loss: 567.542038
Epoch 147 | Loss: 560.396126
Epoch 148 | Loss: 551.265026
Epoch 149 | Loss: 548.246521
Epoch 150 | Loss: 536.737671
Epoch 151 | Loss: 536.109764
Epoch 152 | Loss: 522.374771
Epoch 153 | Loss: 526.024441
Epoch 154 | Loss: 517.702480
Epoch 155 | Loss: 505.720249
Epoch 156 | Loss: 502.133247
Epoch 157 | Loss: 494.567909
Epoch 158 | Loss: 489.172909
Epoch 159 | Loss: 483.204491
Epoch 160 | Loss: 480.976444
Epoch 161 | Loss: 477.510361
Epoch 162 | Loss: 471.725746
Epoch 163 | Loss: 472.123150
Epoch 164 | Loss: 472.872917
Epoch 165 | Loss: 471.892662
Epoch 166 | Loss: 470.743862
Epoch 167 | Loss: 461.519817
Epoch 168 | Loss: 458.866055
Epoch 169 | Loss: 456.523170
Epoch 170 | Loss: 462.287708
Epoch 171 | Loss: 466.908714
Epoch 172 | Loss: 454.376469
Epoch 173 | Loss: 451.154690
Epoch 174 | Loss: 448.870853
Epoch 175 | Loss: 450.221470
Epoch 176 | Loss: 465.587372
Epoch 177 | Loss: 450.224972
Epoch 178 | Loss: 454.319035
Epoch 179 | Loss: 453.040443
Epoch 180 | Loss: 443.604733
Epoch 181 | Loss: 446.214855
Epoch 182 | Loss: 451.817131
Epoch 183 | Loss: 448.006741
Epoch 184 | Loss: 439.199005
Epoch 185 | Loss: 443.054161
Epoch 186 | Loss: 444.853615
Epoch 187 | Loss: 439.048321
Epoch 188 | Loss: 442.086750
Epoch 189 | Loss: 437.089397
Epoch 190 | Loss: 437.623608
Epoch 191 | Loss: 432.230228
Epoch 192 | Loss: 429.034512
Epoch 193 | Loss: 432.474182
Epoch 194 | Loss: 431.306087
Epoch 195 | Loss: 430.083534
Epoch 196 | Loss: 424.019295
Epoch 197 | Loss: 424.452560
Epoch 198 | Loss: 424.469772
Epoch 199 | Loss: 426.598709
Epoch 200 | Loss: 421.959991
Epoch 201 | Loss: 418.619904
Epoch 202 | Loss: 419.799717
Epoch 203 | Loss: 415.174229
Epoch 204 | Loss: 414.856228
Epoch 205 | Loss: 417.946701
Epoch 206 | Loss: 426.135803
Epoch 207 | Loss: 416.176529
Epoch 208 | Loss: 414.016602
Epoch 209 | Loss: 415.378075
Epoch 210 | Loss: 414.017311
Epoch 211 | Loss: 410.605186
Epoch 212 | Loss: 410.970406
Epoch 213 | Loss: 406.858559
Epoch 214 | Loss: 405.814365
Epoch 215 | Loss: 409.504963
Epoch 216 | Loss: 407.821426
Epoch 217 | Loss: 403.193172
Epoch 218 | Loss: 408.863770
Epoch 219 | Loss: 404.346821
Epoch 220 | Loss: 405.068043
Epoch 221 | Loss: 405.183052
Epoch 222 | Loss: 402.725677
Epoch 223 | Loss: 400.329720
Epoch 224 | Loss: 410.130173
Epoch 225 | Loss: 399.036522
Epoch 226 | Loss: 398.123638
Epoch 227 | Loss: 400.426029
Epoch 228 | Loss: 399.890030
Epoch 229 | Loss: 393.443493
Epoch 230 | Loss: 402.213589
Epoch 231 | Loss: 394.600136
Epoch 232 | Loss: 402.909386
Epoch 233 | Loss: 391.491947
Epoch 234 | Loss: 395.227428
Epoch 235 | Loss: 386.104305
Epoch 236 | Loss: 386.252125
Epoch 237 | Loss: 389.966202
Epoch 238 | Loss: 391.732918
Epoch 239 | Loss: 388.751160
Epoch 240 | Loss: 381.350636
Epoch 241 | Loss: 383.299194
Epoch 242 | Loss: 380.770359
Epoch 243 | Loss: 382.886730
Epoch 244 | Loss: 390.028042
Epoch 245 | Loss: 385.736668
Epoch 246 | Loss: 385.561905
Epoch 247 | Loss: 384.126358
Epoch 248 | Loss: 376.147793
Epoch 249 | Loss: 373.086903
Epoch 250 | Loss: 377.101971
Epoch 251 | Loss: 373.601685
Epoch 252 | Loss: 374.295589
Epoch 253 | Loss: 371.168324
Epoch 254 | Loss: 370.739143
Epoch 255 | Loss: 369.489841
Epoch 256 | Loss: 368.460350
Epoch 257 | Loss: 367.835007
Epoch 258 | Loss: 366.063049
