/data5/store1/wry-u22/anaconda3/envs/py311/lib/python3.11/site-packages/torch_geometric/deprecation.py:26: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
cuda
Epoch   1 | Loss: 145.232414
Epoch   2 | Loss: 135.631863
Epoch   3 | Loss: 127.849186
Epoch   4 | Loss: 123.662924
Epoch   5 | Loss: 124.092051
Epoch   6 | Loss: 124.596706
Epoch   7 | Loss: 123.592731
Epoch   8 | Loss: 123.223339
Epoch   9 | Loss: 123.268995
Epoch  10 | Loss: 123.364433
Epoch  11 | Loss: 123.305994
Epoch  12 | Loss: 123.218250
Epoch  13 | Loss: 123.133266
Epoch  14 | Loss: 123.157379
Epoch  15 | Loss: 123.211010
Epoch  16 | Loss: 123.213886
Epoch  17 | Loss: 123.120502
Epoch  18 | Loss: 123.172920
Epoch  19 | Loss: 123.168064
Epoch  20 | Loss: 123.134783
Epoch  21 | Loss: 123.047462
Epoch  22 | Loss: 123.101944
Epoch  23 | Loss: 123.081659
Epoch  24 | Loss: 123.124308
Epoch  25 | Loss: 123.077925
Epoch  26 | Loss: 123.090584
Epoch  27 | Loss: 123.098602
Epoch  28 | Loss: 123.167336
Epoch  29 | Loss: 123.129381
Epoch  30 | Loss: 123.146206
Epoch  31 | Loss: 123.080158
Epoch  32 | Loss: 123.104486
Epoch  33 | Loss: 123.095638
Epoch  34 | Loss: 123.075914
Epoch  35 | Loss: 123.044275
Epoch  36 | Loss: 123.115910
Epoch  37 | Loss: 122.977837
Epoch  38 | Loss: 122.825325
Epoch  39 | Loss: 122.777950
Epoch  40 | Loss: 122.792576
Epoch  41 | Loss: 122.688251
Epoch  42 | Loss: 122.665031
Epoch  43 | Loss: 122.403564
Epoch  44 | Loss: 122.467798
Epoch  45 | Loss: 122.300898
Epoch  46 | Loss: 122.280722
Epoch  47 | Loss: 122.125744
Epoch  48 | Loss: 121.751135
Epoch  49 | Loss: 121.165577
Epoch  50 | Loss: 120.506035
Epoch  51 | Loss: 119.712172
Epoch  52 | Loss: 118.175985
Epoch  53 | Loss: 116.420439
Epoch  54 | Loss: 114.611767
Epoch  55 | Loss: 111.592228
Epoch  56 | Loss: 109.380016
Epoch  57 | Loss: 106.588425
Epoch  58 | Loss: 105.004940
Epoch  59 | Loss: 103.209229
Epoch  60 | Loss: 102.027172
Epoch  61 | Loss: 100.766476
Epoch  62 | Loss: 99.883841
Epoch  63 | Loss: 99.023014
Epoch  64 | Loss: 98.007793
Epoch  65 | Loss: 97.129610
Epoch  66 | Loss: 96.100653
Epoch  67 | Loss: 94.850407
Epoch  68 | Loss: 93.646090
Epoch  69 | Loss: 91.666010
Epoch  70 | Loss: 88.928829
Epoch  71 | Loss: 84.999662
Epoch  72 | Loss: 79.096462
Epoch  73 | Loss: 75.335653
Epoch  74 | Loss: 70.923552
Epoch  75 | Loss: 68.818184
Epoch  76 | Loss: 67.071880
Epoch  77 | Loss: 66.164255
Epoch  78 | Loss: 63.775891
Epoch  79 | Loss: 62.754506
Epoch  80 | Loss: 61.165953
Epoch  81 | Loss: 59.984433
Epoch  82 | Loss: 58.981043
Epoch  83 | Loss: 58.244927
Epoch  84 | Loss: 57.583862
Epoch  85 | Loss: 56.762639
Epoch  86 | Loss: 56.106730
Epoch  87 | Loss: 55.525475
Epoch  88 | Loss: 55.025339
Epoch  89 | Loss: 54.413750
Epoch  90 | Loss: 54.352879
Epoch  91 | Loss: 53.579526
Epoch  92 | Loss: 52.912543
Epoch  93 | Loss: 52.431718
Epoch  94 | Loss: 52.046891
Epoch  95 | Loss: 51.901328
Epoch  96 | Loss: 51.448035
Epoch  97 | Loss: 51.080545
Epoch  98 | Loss: 50.726371
Epoch  99 | Loss: 50.044038
Epoch 100 | Loss: 49.290649
Epoch 101 | Loss: 49.099839
Epoch 102 | Loss: 49.192136
Epoch 103 | Loss: 48.202497
Epoch 104 | Loss: 47.866314
Epoch 105 | Loss: 47.408189
Epoch 106 | Loss: 47.057944
Epoch 107 | Loss: 47.078096
Epoch 108 | Loss: 47.254210
Epoch 109 | Loss: 46.566280
Epoch 110 | Loss: 45.902162
Epoch 111 | Loss: 45.356929
Epoch 112 | Loss: 44.870301
Epoch 113 | Loss: 44.476501
Epoch 114 | Loss: 43.964621
Epoch 115 | Loss: 43.942897
Epoch 116 | Loss: 43.788606
Epoch 117 | Loss: 43.746763
Epoch 118 | Loss: 42.843003
Epoch 119 | Loss: 42.396749
Epoch 120 | Loss: 42.182089
Epoch 121 | Loss: 41.683555
Epoch 122 | Loss: 41.136025
Epoch 123 | Loss: 40.432272
Epoch 124 | Loss: 40.090317
Epoch 125 | Loss: 39.802362
Epoch 126 | Loss: 39.371458
Epoch 127 | Loss: 39.068638
Epoch 128 | Loss: 38.685668
Epoch 129 | Loss: 38.197346
Epoch 130 | Loss: 37.852967
Epoch 131 | Loss: 37.684443
Epoch 132 | Loss: 37.411082
Epoch 133 | Loss: 36.800209
Epoch 134 | Loss: 36.322451
Epoch 135 | Loss: 35.798387
Epoch 136 | Loss: 35.560246
Epoch 137 | Loss: 35.307743
Epoch 138 | Loss: 34.927725
Epoch 139 | Loss: 34.788223
Epoch 140 | Loss: 34.326260
Epoch 141 | Loss: 34.171007
Epoch 142 | Loss: 33.815214
Epoch 143 | Loss: 33.316166
Epoch 144 | Loss: 33.090353
Epoch 145 | Loss: 32.882421
Epoch 146 | Loss: 32.633197
Epoch 147 | Loss: 32.417229
Epoch 148 | Loss: 32.104147
Epoch 149 | Loss: 31.870067
Epoch 150 | Loss: 31.681616
Epoch 151 | Loss: 31.654721
Epoch 152 | Loss: 31.276536
Epoch 153 | Loss: 31.081260
Epoch 154 | Loss: 30.854277
Epoch 155 | Loss: 30.675347
Epoch 156 | Loss: 30.848397
Epoch 157 | Loss: 31.085065
Epoch 158 | Loss: 30.244084
Epoch 159 | Loss: 30.227618
Epoch 160 | Loss: 29.882617
Epoch 161 | Loss: 29.732821
Epoch 162 | Loss: 29.627548
Epoch 163 | Loss: 29.625449
Epoch 164 | Loss: 29.468594
Epoch 165 | Loss: 29.266552
Epoch 166 | Loss: 29.166976
Epoch 167 | Loss: 29.065955
Epoch 168 | Loss: 29.196566
Epoch 169 | Loss: 29.410635
Epoch 170 | Loss: 30.029661
Epoch 171 | Loss: 29.188351
Epoch 172 | Loss: 29.569234
Epoch 173 | Loss: 29.007533
Epoch 174 | Loss: 28.770632
Epoch 175 | Loss: 28.889717
Epoch 176 | Loss: 28.408978
Epoch 177 | Loss: 28.255636
Epoch 178 | Loss: 28.324168
Epoch 179 | Loss: 28.395435
Epoch 180 | Loss: 28.207361
Epoch 181 | Loss: 28.126740
Epoch 182 | Loss: 27.783209
Epoch 183 | Loss: 27.666050
Epoch 184 | Loss: 27.693297
Epoch 185 | Loss: 27.541180
Epoch 186 | Loss: 27.496896
Epoch 187 | Loss: 27.400611
Epoch 188 | Loss: 27.351288
Epoch 189 | Loss: 27.414520
Epoch 190 | Loss: 27.456809
Epoch 191 | Loss: 27.629610
Epoch 192 | Loss: 27.759637
Epoch 193 | Loss: 27.502308
Epoch 194 | Loss: 27.477269
Epoch 195 | Loss: 27.196259
Epoch 196 | Loss: 26.991995
Epoch 197 | Loss: 26.887886
Epoch 198 | Loss: 26.868419
Epoch 199 | Loss: 26.773311
Epoch 200 | Loss: 26.776817
Epoch 201 | Loss: 27.034032
Epoch 202 | Loss: 26.654361
Epoch 203 | Loss: 26.489440
Epoch 204 | Loss: 26.405357
Epoch 205 | Loss: 26.343224
Epoch 206 | Loss: 26.300180
Epoch 207 | Loss: 26.302280
Epoch 208 | Loss: 26.219257
Epoch 209 | Loss: 26.158468
Epoch 210 | Loss: 26.240403
Epoch 211 | Loss: 26.169864
Epoch 212 | Loss: 26.060437
Epoch 213 | Loss: 26.178906
Epoch 214 | Loss: 26.055316
Epoch 215 | Loss: 25.941854
Epoch 216 | Loss: 25.853360
Epoch 217 | Loss: 25.754413
Epoch 218 | Loss: 25.793193
Epoch 219 | Loss: 25.789840
Epoch 220 | Loss: 25.627420
